HMDB,GENE,direction,Source
HMDB0001493,MCCC1,degrading,Experimental
HMDB0000595,MCCC1,degrading,Experimental
HMDB0001341,MCCC1,producing,Experimental
HMDB0001057,MCCC1,producing,Experimental
HMDB0000538,MCCC2,degrading,Experimental
HMDB0001493,MCCC2,degrading,Experimental
HMDB0000595,MCCC2,degrading,Experimental
HMDB0001341,MCCC2,producing,Experimental
HMDB0001057,MCCC2,producing,Experimental
HMDB0001273,RNGTT,degrading,Experimental
HMDB0001269,MCEE,degrading,Experimental
HMDB0002310,MCEE,producing,Experimental
HMDB0001185,RNMT,degrading,Experimental
HMDB0000939,RNMT,degrading,Experimental
HMDB0000538,MCM2,degrading,Experimental
HMDB0001341,MCM2,producing,Experimental
HMDB0000538,MCM3,degrading,Experimental
HMDB0001341,MCM3,producing,Experimental
HMDB0000538,MCM4,degrading,Experimental
HMDB0001341,MCM4,producing,Experimental
HMDB0000538,MCM5,degrading,Experimental
HMDB0001341,MCM5,producing,Experimental
HMDB0000538,MCM6,degrading,Experimental
HMDB0001341,MCM6,producing,Experimental
HMDB0000538,MCM7,degrading,Experimental
HMDB0001341,MCM7,producing,Experimental
HMDB0000538,MCM8,degrading,Experimental
HMDB0001341,MCM8,producing,Experimental
HMDB0000538,MCM9,degrading,Experimental
HMDB0001341,MCM9,producing,Experimental
HMDB0000156,MDH1,degrading,Experimental
HMDB0000902,MDH1,degrading,Experimental
HMDB0000223,MDH1,producing,Experimental
HMDB0001487,MDH1,producing,Experimental
HMDB0000156,MDH2,degrading,Experimental
HMDB0000902,MDH2,degrading,Experimental
HMDB0000223,MDH2,producing,Experimental
HMDB0001487,MDH2,producing,Experimental
HMDB0000217,MECR,degrading,Experimental
HMDB0000221,MECR,degrading,Experimental
HMDB0001338,MECR,degrading,Experimental
HMDB0000221,MECR,producing,Experimental
HMDB0001070,MECR,degrading,Experimental
HMDB0003571,MECR,degrading,Experimental
HMDB0003712,MECR,producing,Experimental
HMDB0001521,MECR,degrading,Experimental
HMDB0003946,MECR,producing,Experimental
HMDB0006404,MECR,degrading,Experimental
HMDB0003948,MECR,producing,Experimental
HMDB0003944,MECR,degrading,Experimental
HMDB0002845,MECR,producing,Experimental
HMDB0000217,MECR,producing,Experimental
HMDB0059638,HDDC3,degrading,Experimental
HMDB0001201,HDDC3,producing,Experimental
HMDB0000177,METTL2B,degrading,Experimental
HMDB0001185,METTL2B,degrading,Experimental
HMDB0000479,METTL2B,producing,Experimental
HMDB0000939,METTL2B,producing,Experimental
HMDB0001476,METTL2B,degrading,Experimental
HMDB0000259,METTL2B,degrading,Experimental
HMDB0001396,METTL2B,degrading,Experimental
HMDB0001846,METTL2B,producing,Experimental
HMDB0004366,METTL2B,producing,Experimental
HMDB0000881,METTL2B,degrading,Experimental
HMDB0011118,METTL2B,degrading,Experimental
HMDB0011117,METTL2B,degrading,Experimental
HMDB0001396,MTR,degrading,Experimental
HMDB0000742,MTR,degrading,Experimental
HMDB0001846,MTR,producing,Experimental
HMDB0000696,MTR,producing,Experimental
HMDB0004119,MTR,degrading,Experimental
HMDB0003966,MTR,producing,Experimental
HMDB0000538,MAT1A,degrading,Experimental
HMDB0000696,MAT1A,degrading,Experimental
HMDB0001185,MAT1A,producing,Experimental
HMDB0001185,MAT1A,degrading,Experimental
HMDB0000538,MAT1A,producing,Experimental
HMDB0000696,MAT1A,producing,Experimental
HMDB0003966,MAT1A,degrading,Experimental
HMDB0011118,MAT1A,producing,Experimental
HMDB0000538,MAT2A,degrading,Experimental
HMDB0000696,MAT2A,degrading,Experimental
HMDB0001185,MAT2A,producing,Experimental
HMDB0001185,MAT2A,degrading,Experimental
HMDB0000538,MAT2A,producing,Experimental
HMDB0000696,MAT2A,producing,Experimental
HMDB0003966,MAT2A,degrading,Experimental
HMDB0011118,MAT2A,producing,Experimental
HMDB0000177,METTL6,degrading,Experimental
HMDB0001185,METTL6,degrading,Experimental
HMDB0000479,METTL6,producing,Experimental
HMDB0000939,METTL6,producing,Experimental
HMDB0001476,METTL6,degrading,Experimental
HMDB0000259,METTL6,degrading,Experimental
HMDB0001396,METTL6,degrading,Experimental
HMDB0001846,METTL6,producing,Experimental
HMDB0004366,METTL6,producing,Experimental
HMDB0000881,METTL6,degrading,Experimental
HMDB0011118,METTL6,degrading,Experimental
HMDB0011117,METTL6,degrading,Experimental
HMDB0001273,MFN1,degrading,Experimental
HMDB0001201,MFN1,producing,Experimental
HMDB0001273,MFN2,degrading,Experimental
HMDB0001201,MFN2,producing,Experimental
HMDB0000290,MGAT1,degrading,Experimental
HMDB0000295,MGAT1,degrading,Experimental
HMDB0000290,MGAT2,degrading,Experimental
HMDB0000295,MGAT2,degrading,Experimental
HMDB0000290,MGAT3,degrading,Experimental
HMDB0000295,MGAT3,degrading,Experimental
HMDB0000163,MGAM,degrading,Experimental
HMDB0003345,MGAM,producing,Experimental
HMDB0000258,MGAM,degrading,Experimental
HMDB0000660,MGAM,producing,Experimental
HMDB0000122,MGAM,producing,Experimental
HMDB0003345,MGAM,degrading,Experimental
HMDB0000660,MGAM,degrading,Experimental
HMDB0000131,MGLL,degrading,Experimental
HMDB0000125,MGST1,degrading,Experimental
HMDB0006215,MGST1,degrading,Experimental
HMDB0060301,MGST1,degrading,Experimental
HMDB0060332,MGST1,degrading,Experimental
HMDB0060331,MGST1,degrading,Experimental
HMDB0060448,MGST1,degrading,Experimental
HMDB0060446,MGST1,degrading,Experimental
HMDB0060091,MGST1,degrading,Experimental
HMDB0060391,MGST1,producing,Experimental
HMDB0060438,MGST1,degrading,Experimental
HMDB0060357,MGST1,degrading,Experimental
HMDB0060333,MGST1,degrading,Experimental
HMDB0060342,MGST1,producing,Experimental
HMDB0060452,MGST1,degrading,Experimental
HMDB0060342,MGST1,degrading,Experimental
HMDB0060344,MGST1,degrading,Experimental
HMDB0006558,MGST1,degrading,Experimental
HMDB0000125,MGST2,degrading,Experimental
HMDB0006215,MGST2,degrading,Experimental
HMDB0060301,MGST2,degrading,Experimental
HMDB0060332,MGST2,degrading,Experimental
HMDB0060331,MGST2,degrading,Experimental
HMDB0060448,MGST2,degrading,Experimental
HMDB0060446,MGST2,degrading,Experimental
HMDB0060091,MGST2,degrading,Experimental
HMDB0060391,MGST2,producing,Experimental
HMDB0060438,MGST2,degrading,Experimental
HMDB0060357,MGST2,degrading,Experimental
HMDB0060333,MGST2,degrading,Experimental
HMDB0060342,MGST2,producing,Experimental
HMDB0060452,MGST2,degrading,Experimental
HMDB0060342,MGST2,degrading,Experimental
HMDB0060344,MGST2,degrading,Experimental
HMDB0006558,MGST2,degrading,Experimental
HMDB0000125,MGST3,degrading,Experimental
HMDB0006215,MGST3,degrading,Experimental
HMDB0060301,MGST3,degrading,Experimental
HMDB0060332,MGST3,degrading,Experimental
HMDB0060331,MGST3,degrading,Experimental
HMDB0060448,MGST3,degrading,Experimental
HMDB0060446,MGST3,degrading,Experimental
HMDB0060091,MGST3,degrading,Experimental
HMDB0060391,MGST3,producing,Experimental
HMDB0060438,MGST3,degrading,Experimental
HMDB0060357,MGST3,degrading,Experimental
HMDB0060333,MGST3,degrading,Experimental
HMDB0060342,MGST3,producing,Experimental
HMDB0060452,MGST3,degrading,Experimental
HMDB0060342,MGST3,degrading,Experimental
HMDB0060344,MGST3,degrading,Experimental
HMDB0006558,MGST3,degrading,Experimental
HMDB0000290,MGAT4A,degrading,Experimental
HMDB0000295,MGAT4A,degrading,Experimental
HMDB0000290,MGAT4B,degrading,Experimental
HMDB0000295,MGAT4B,degrading,Experimental
HMDB0000290,MGAT4C,degrading,Experimental
HMDB0000295,MGAT4C,degrading,Experimental
HMDB0000290,MGAT5,degrading,Experimental
HMDB0000295,MGAT5,degrading,Experimental
HMDB0000290,MGAT5B,degrading,Experimental
HMDB0000295,MGAT5B,degrading,Experimental
HMDB0000221,MICAL1,degrading,Experimental
HMDB0000217,MICAL1,degrading,Experimental
HMDB0000221,MICAL2,degrading,Experimental
HMDB0000217,MICAL2,degrading,Experimental
HMDB0000221,MICAL3,degrading,Experimental
HMDB0000217,MICAL3,degrading,Experimental
HMDB0000205,MIF,degrading,Experimental
HMDB0001430,MIF,degrading,Experimental
HMDB0001253,MIF,producing,Experimental
HMDB0000707,MIF,degrading,Experimental
HMDB0000208,MINA,degrading,Experimental
HMDB0000254,MINA,degrading,Experimental
HMDB0003502,MINPP1,degrading,Experimental
HMDB0001294,MINPP1,degrading,Experimental
HMDB0003391,MINPP1,producing,Experimental
HMDB0001059,MINPP1,degrading,Experimental
HMDB0001498,MINPP1,producing,Experimental
HMDB0000211,MIOX,degrading,Experimental
HMDB0000127,MIOX,producing,Experimental
HMDB0001185,MLL,degrading,Experimental
HMDB0000939,MLL,degrading,Experimental
HMDB0001185,MLL2,degrading,Experimental
HMDB0000939,MLL2,degrading,Experimental
HMDB0001185,MLL3,degrading,Experimental
HMDB0000939,MLL3,degrading,Experimental
HMDB0001185,WBP7,degrading,Experimental
HMDB0000939,WBP7,degrading,Experimental
HMDB0001185,MLL5,degrading,Experimental
HMDB0000939,MLL5,degrading,Experimental
HMDB0000538,MMAB,degrading,Experimental
HMDB0001172,ALDH6A1,degrading,Experimental
HMDB0001423,ALDH6A1,degrading,Experimental
HMDB0000902,ALDH6A1,degrading,Experimental
HMDB0001275,ALDH6A1,producing,Experimental
HMDB0000595,ALDH6A1,producing,Experimental
HMDB0001487,ALDH6A1,producing,Experimental
HMDB0011111,ALDH6A1,degrading,Experimental
HMDB0001206,ALDH6A1,degrading,Experimental
HMDB0001206,ALDH6A1,producing,Experimental
HMDB0000217,ALDH6A1,degrading,Experimental
HMDB0000221,ALDH6A1,producing,Experimental
HMDB0001175,ALDH6A1,producing,Experimental
HMDB0002217,ALDH6A1,degrading,Experimental
HMDB0001269,ALDH6A1,producing,Experimental
HMDB0059639,MOCS2,degrading,Experimental
HMDB0002206,MOCS2,degrading,Experimental
HMDB0002206,MOCOS,degrading,Experimental
HMDB0000574,MOCOS,degrading,Experimental
HMDB0000161,MOCOS,producing,Experimental
HMDB0001273,MOCS1,degrading,Experimental
HMDB0059639,MOCS1,producing,Experimental
HMDB0000538,MOCS3,degrading,Experimental
HMDB0000045,MOCS3,degrading,Experimental
HMDB0001120,TRIT1,degrading,Experimental
HMDB0000122,MOGS,degrading,Experimental
HMDB0001423,MOGAT1,degrading,Experimental
HMDB0007788,MOGAT1,degrading,Experimental
HMDB0001423,MOGAT2,degrading,Experimental
HMDB0007788,MOGAT2,degrading,Experimental
HMDB0001423,MOGAT3,degrading,Experimental
HMDB0007788,MOGAT3,degrading,Experimental
HMDB0000538,MOV10,degrading,Experimental
HMDB0001341,MOV10,producing,Experimental
HMDB0001078,MPI,degrading,Experimental
HMDB0000124,MPI,producing,Experimental
HMDB0003971,MPI,producing,Experimental
HMDB0011662,MSMO1,degrading,Experimental
HMDB0001286,MSMO1,degrading,Experimental
HMDB0000221,MSMO1,degrading,Experimental
HMDB0001181,MSMO1,producing,Experimental
HMDB0000217,MSMO1,producing,Experimental
HMDB0001487,MSMO1,degrading,Experimental
HMDB0011662,MSMO1,producing,Experimental
HMDB0000902,MSMO1,producing,Experimental
HMDB0000696,MSRA,degrading,Experimental
HMDB0000696,MSRB1,degrading,Experimental
HMDB0000696,MSRB2,degrading,Experimental
HMDB0000696,MSRB3,degrading,Experimental
HMDB0001185,METTL3,degrading,Experimental
HMDB0000939,METTL3,degrading,Experimental
HMDB0001173,MTAP,degrading,Experimental
HMDB0000034,MTAP,producing,Experimental
HMDB0000963,MTAP,producing,Experimental
HMDB0001533,MTHFD2L,degrading,Experimental
HMDB0000902,MTHFD2L,degrading,Experimental
HMDB0001354,MTHFD2L,producing,Experimental
HMDB0001487,MTHFD2L,producing,Experimental
HMDB0001354,MTHFD2L,degrading,Experimental
HMDB0000972,MTHFD2L,producing,Experimental
HMDB0001533,MTHFD2,degrading,Experimental
HMDB0000902,MTHFD2,degrading,Experimental
HMDB0001354,MTHFD2,producing,Experimental
HMDB0001487,MTHFD2,producing,Experimental
HMDB0001354,MTHFD2,degrading,Experimental
HMDB0000972,MTHFD2,producing,Experimental
HMDB0000538,MTHFS,degrading,Experimental
HMDB0001562,MTHFS,degrading,Experimental
HMDB0001341,MTHFS,producing,Experimental
HMDB0001354,MTHFS,producing,Experimental
HMDB0001396,MTHFR,degrading,Experimental
HMDB0001533,MTHFR,degrading,Experimental
HMDB0000217,MTHFR,degrading,Experimental
HMDB0001533,MTHFR,producing,Experimental
HMDB0000221,MTHFR,producing,Experimental
HMDB0000902,MTHFR,degrading,Experimental
HMDB0001487,MTHFR,producing,Experimental
HMDB0002985,MTM1,producing,Experimental
HMDB0000217,MTMR1,degrading,Experimental
HMDB0000902,MTMR1,producing,Experimental
HMDB0000660,MTMR1,producing,Experimental
HMDB0001129,MTMR1,degrading,Experimental
HMDB0001121,MTMR1,producing,Experimental
HMDB0000217,MTMR2,degrading,Experimental
HMDB0000902,MTMR2,producing,Experimental
HMDB0000660,MTMR2,producing,Experimental
HMDB0001129,MTMR2,degrading,Experimental
HMDB0001121,MTMR2,producing,Experimental
HMDB0000217,MTMR6,degrading,Experimental
HMDB0000902,MTMR6,producing,Experimental
HMDB0000660,MTMR6,producing,Experimental
HMDB0001129,MTMR6,degrading,Experimental
HMDB0001121,MTMR6,producing,Experimental
HMDB0000217,MTMR7,degrading,Experimental
HMDB0000902,MTMR7,producing,Experimental
HMDB0000660,MTMR7,producing,Experimental
HMDB0001129,MTMR7,degrading,Experimental
HMDB0001121,MTMR7,producing,Experimental
HMDB0000963,MRI1,degrading,Experimental
HMDB0001299,MRI1,producing,Experimental
HMDB0001299,APIP,degrading,Experimental
HMDB0059620,APIP,producing,Experimental
HMDB0012134,ADI1,degrading,Experimental
HMDB0001553,ADI1,producing,Experimental
HMDB0000142,ADI1,producing,Experimental
HMDB0001185,FTSJD2,degrading,Experimental
HMDB0000939,FTSJD2,degrading,Experimental
HMDB0000939,MTRR,degrading,Experimental
HMDB0000217,MTRR,degrading,Experimental
HMDB0000221,MTRR,degrading,Experimental
HMDB0001185,MTRR,producing,Experimental
HMDB0001269,MUT,degrading,Experimental
HMDB0001022,MUT,producing,Experimental
HMDB0000538,MVD,degrading,Experimental
HMDB0001090,MVD,degrading,Experimental
HMDB0001341,MVD,producing,Experimental
HMDB0001347,MVD,producing,Experimental
HMDB0001206,NAA10,degrading,Experimental
HMDB0001423,NAA10,degrading,Experimental
HMDB0001206,NAA11,degrading,Experimental
HMDB0001423,NAA11,degrading,Experimental
HMDB0001206,NAA20,degrading,Experimental
HMDB0001423,NAA20,degrading,Experimental
HMDB0001206,NAA30,degrading,Experimental
HMDB0001423,NAA30,degrading,Experimental
HMDB0001206,NAA60,degrading,Experimental
HMDB0001423,NAA60,degrading,Experimental
HMDB0001132,QPRT,degrading,Experimental
HMDB0000232,QPRT,degrading,Experimental
HMDB0000280,QPRT,producing,Experimental
HMDB0000232,QPRT,producing,Experimental
HMDB0000538,NADSYN1,degrading,Experimental
HMDB0001179,NADSYN1,degrading,Experimental
HMDB0000641,NADSYN1,degrading,Experimental
HMDB0000045,NADSYN1,producing,Experimental
HMDB0000902,NADSYN1,producing,Experimental
HMDB0000148,NADSYN1,producing,Experimental
HMDB0000538,NADK,degrading,Experimental
HMDB0000902,NADK,degrading,Experimental
HMDB0001341,NADK,producing,Experimental
HMDB0000217,NADK,producing,Experimental
HMDB0001062,AMDHD2,degrading,Experimental
HMDB0001254,AMDHD2,producing,Experimental
HMDB0000042,AMDHD2,producing,Experimental
HMDB0000538,NAGK,degrading,Experimental
HMDB0000215,NAGK,degrading,Experimental
HMDB0001341,NAGK,producing,Experimental
HMDB0001062,NAGK,producing,Experimental
HMDB0000215,NAGPA,degrading,Experimental
HMDB0001206,NAGS,degrading,Experimental
HMDB0000148,NAGS,degrading,Experimental
HMDB0001423,NAGS,producing,Experimental
HMDB0000538,NADKD1,degrading,Experimental
HMDB0000902,NADKD1,degrading,Experimental
HMDB0001341,NADKD1,producing,Experimental
HMDB0000217,NADKD1,producing,Experimental
HMDB0000229,NAMPT,degrading,Experimental
HMDB0001406,NAMPT,producing,Experimental
HMDB0000280,NAMPT,producing,Experimental
HMDB0004381,NANP,degrading,Experimental
HMDB0000230,NANP,producing,Experimental
HMDB0000902,ART1,degrading,Experimental
HMDB0001406,ART1,degrading,Experimental
HMDB0000217,ART1,degrading,Experimental
HMDB0000902,ART3,degrading,Experimental
HMDB0001406,ART3,degrading,Experimental
HMDB0000217,ART3,degrading,Experimental
HMDB0000902,ART4,degrading,Experimental
HMDB0001406,ART4,degrading,Experimental
HMDB0000217,ART4,degrading,Experimental
HMDB0000902,ART5,degrading,Experimental
HMDB0001406,ART5,degrading,Experimental
HMDB0000217,ART5,degrading,Experimental
HMDB0001206,NAT8L,degrading,Experimental
HMDB0000191,NAT8L,degrading,Experimental
HMDB0001423,NAT8L,producing,Experimental
HMDB0000812,NAT8L,producing,Experimental
HMDB0000538,NAV2,degrading,Experimental
HMDB0001341,NAV2,producing,Experimental
HMDB0001487,CYB5R1,degrading,Experimental
HMDB0000902,CYB5R1,degrading,Experimental
HMDB0001487,CYB5R2,degrading,Experimental
HMDB0000902,CYB5R2,degrading,Experimental
HMDB0001487,CYB5R3,degrading,Experimental
HMDB0000902,CYB5R3,degrading,Experimental
HMDB0001487,CYB5R4,degrading,Experimental
HMDB0000902,CYB5R4,degrading,Experimental
HMDB0001487,CYB5RL,degrading,Experimental
HMDB0000902,CYB5RL,degrading,Experimental
HMDB0001206,NCOA1,degrading,Experimental
HMDB0001423,NCOA1,degrading,Experimental
HMDB0001206,NCOA3,degrading,Experimental
HMDB0001423,NCOA3,degrading,Experimental
HMDB0000215,MGEA5,degrading,Experimental
HMDB0001206,MGEA5,degrading,Experimental
HMDB0001423,MGEA5,degrading,Experimental
HMDB0000221,POR,degrading,Experimental
HMDB0000217,POR,degrading,Experimental
HMDB0000538,NME3,degrading,Experimental
HMDB0001341,NME3,degrading,Experimental
HMDB0001341,NME3,producing,Experimental
HMDB0000538,NME3,producing,Experimental
HMDB0000295,NME3,degrading,Experimental
HMDB0000285,NME3,producing,Experimental
HMDB0001201,NME3,degrading,Experimental
HMDB0001273,NME3,producing,Experimental
HMDB0001546,NME3,degrading,Experimental
HMDB0000082,NME3,producing,Experimental
HMDB0003335,NME3,degrading,Experimental
HMDB0000189,NME3,producing,Experimental
HMDB0001508,NME3,degrading,Experimental
HMDB0001532,NME3,producing,Experimental
HMDB0000960,NME3,degrading,Experimental
HMDB0001440,NME3,producing,Experimental
HMDB0001274,NME3,degrading,Experimental
HMDB0001342,NME3,producing,Experimental
HMDB0001245,NME3,degrading,Experimental
HMDB0000998,NME3,producing,Experimental
HMDB0001000,NME3,degrading,Experimental
HMDB0001191,NME3,producing,Experimental
HMDB0003536,NME3,degrading,Experimental
HMDB0003537,NME3,producing,Experimental
HMDB0000538,NME5,degrading,Experimental
HMDB0001341,NME5,degrading,Experimental
HMDB0001341,NME5,producing,Experimental
HMDB0000538,NME5,producing,Experimental
HMDB0000295,NME5,degrading,Experimental
HMDB0000285,NME5,producing,Experimental
HMDB0001201,NME5,degrading,Experimental
HMDB0001273,NME5,producing,Experimental
HMDB0001546,NME5,degrading,Experimental
HMDB0000082,NME5,producing,Experimental
HMDB0003335,NME5,degrading,Experimental
HMDB0000189,NME5,producing,Experimental
HMDB0001508,NME5,degrading,Experimental
HMDB0001532,NME5,producing,Experimental
HMDB0000960,NME5,degrading,Experimental
HMDB0001440,NME5,producing,Experimental
HMDB0001274,NME5,degrading,Experimental
HMDB0001342,NME5,producing,Experimental
HMDB0001245,NME5,degrading,Experimental
HMDB0000998,NME5,producing,Experimental
HMDB0001000,NME5,degrading,Experimental
HMDB0001191,NME5,producing,Experimental
HMDB0003536,NME5,degrading,Experimental
HMDB0003537,NME5,producing,Experimental
HMDB0000538,NME6,degrading,Experimental
HMDB0001341,NME6,degrading,Experimental
HMDB0001341,NME6,producing,Experimental
HMDB0000538,NME6,producing,Experimental
HMDB0000295,NME6,degrading,Experimental
HMDB0000285,NME6,producing,Experimental
HMDB0001201,NME6,degrading,Experimental
HMDB0001273,NME6,producing,Experimental
HMDB0001546,NME6,degrading,Experimental
HMDB0000082,NME6,producing,Experimental
HMDB0003335,NME6,degrading,Experimental
HMDB0000189,NME6,producing,Experimental
HMDB0001508,NME6,degrading,Experimental
HMDB0001532,NME6,producing,Experimental
HMDB0000960,NME6,degrading,Experimental
HMDB0001440,NME6,producing,Experimental
HMDB0001274,NME6,degrading,Experimental
HMDB0001342,NME6,producing,Experimental
