"","source","target","source_genesymbol","target_genesymbol","resource"
"457","P79483","P01730","HLA-DRB3","CD4","consensus"
"458","P79483","P18627","HLA-DRB3","LAG3","consensus"
"459","P80370","P46531","DLK1","NOTCH1","consensus"
"460","P80370","Q04721","DLK1","NOTCH2","consensus"
"461","P80370","Q99466","DLK1","NOTCH4","consensus"
"462","P80370","Q9UM47","DLK1","NOTCH3","consensus"
"463","P98172","O15197","EFNB1","EPHB6","consensus"
"464","P98172","P04626","EFNB1","ERBB2","consensus"
"465","P98172","P29323","EFNB1","EPHB2","consensus"
"466","P98172","P54753","EFNB1","EPHB3","consensus"
"467","P98172","P54760","EFNB1","EPHB4","consensus"
"468","P98172","P54762","EFNB1","EPHB1","consensus"
"469","P98172","P54764","EFNB1","EPHA4","consensus"
"470","P98172","Q9UF33","EFNB1","EPHA6","consensus"
"471","Q02246","O14786","CNTN2","NRP1","consensus"
"472","Q02246","Q12860","CNTN2","CNTN1","consensus"
"473","Q02246","Q92823","CNTN2","NRCAM","consensus"
"474","Q02297","COMPLEX:P04626_P21860","NRG1","ERBB2_ERBB3","consensus"
"475","Q02297","COMPLEX:P04626_Q15303","NRG1","ERBB2_ERBB4","consensus"
"476","Q02297","COMPLEX:P05106_P06756","NRG1","ITGAV_ITGB3","consensus"
"477","Q02297","O94910","NRG1","ADGRL1","consensus"
"478","Q02297","P00533","NRG1","EGFR","consensus"
"479","Q02297","P04440","NRG1","HLA-DPB1","consensus"
"480","Q02297","P35052","NRG1","GPC1","consensus"
"481","Q02297","Q86X29","NRG1","LSR","consensus"
"482","Q02297","Q8NC67","NRG1","NETO2","consensus"
"483","Q02297","Q9BXB1","NRG1","LGR4","consensus"
"484","Q02413","Q14574","DSG1","DSC3","consensus"
"485","Q02487","P32926","DSC2","DSG3","consensus"
"486","Q02487","Q86SJ6","DSC2","DSG4","consensus"
"487","Q08554","P32926","DSC1","DSG3","consensus"
"488","Q08554","Q86SJ6","DSC1","DSG4","consensus"
"489","Q08722","P78324","CD47","SIRPA","consensus"
"490","Q08722","Q9P1W8","CD47","SIRPG","consensus"
"491","Q10589","P59901","BST2","LILRA4","consensus"
"492","Q12860","P23471","CNTN1","PTPRZ1","consensus"
"493","Q12860","P46531","CNTN1","NOTCH1","consensus"
"494","Q12860","Q04721","CNTN1","NOTCH2","consensus"
"495","Q12860","Q92823","CNTN1","NRCAM","consensus"
"496","Q13443","P05556","ADAM9","ITGB1","consensus"
"497","Q13443","P06756","ADAM9","ITGAV","consensus"
"498","Q13443","P18084","ADAM9","ITGB5","consensus"
"499","Q13443","P23229","ADAM9","ITGA6","consensus"
"500","Q13443","P26006","ADAM9","ITGA3","consensus"
"501","Q13444","P05106","ADAM15","ITGB3","consensus"
"502","Q13444","P05556","ADAM15","ITGB1","consensus"
"503","Q13444","P06756","ADAM15","ITGAV","consensus"
"504","Q13444","P08648","ADAM15","ITGA5","consensus"
"505","Q13444","Q13797","ADAM15","ITGA9","consensus"
"506","Q13477","COMPLEX:P13612_P26010","MADCAM1","ITGA4_ITGB7","consensus"
"507","Q13477","P16070","MADCAM1","CD44","consensus"
"508","Q13591","P08581","SEMA5A","MET","consensus"
"509","Q13591","P51805","SEMA5A","PLXNA3","consensus"
"510","Q13591","Q9UIW2","SEMA5A","PLXNA1","consensus"
"511","Q13591","Q9ULL4","SEMA5A","PLXNB3","consensus"
"512","Q13740","O00533","ALCAM","CHL1","consensus"
"513","Q13740","O14786","ALCAM","NRP1","consensus"
"514","Q13740","P30203","ALCAM","CD6","consensus"
"515","Q14126","Q08554","DSG2","DSC1","consensus"
"516","Q14126","Q14574","DSG2","DSC3","consensus"
"517","Q14242","O15389","SELPLG","SIGLEC5","consensus"
"518","Q14242","P05107","SELPLG","ITGB2","consensus"
"519","Q14242","P11215","SELPLG","ITGAM","consensus"
"520","Q14242","P14151","SELPLG","SELL","consensus"
"521","Q14242","P16109","SELPLG","SELP","consensus"
"522","Q14574","P32926","DSC3","DSG3","consensus"
"523","Q14574","Q86SJ6","DSC3","DSG4","consensus"
"524","Q14773","P05106","ICAM4","ITGB3","consensus"
"525","Q14773","P05107","ICAM4","ITGB2","consensus"
"526","Q14773","P05556","ICAM4","ITGB1","consensus"
"527","Q14773","P06756","ICAM4","ITGAV","consensus"
"528","Q14773","P08514","ICAM4","ITGA2B","consensus"
"529","Q14773","P11215","ICAM4","ITGAM","consensus"
"530","Q14773","P13612","ICAM4","ITGA4","consensus"
"531","Q14773","P20701","ICAM4","ITGAL","consensus"
"532","Q15223","P40200","NECTIN1","CD96","consensus"
"533","Q15223","Q96NY8","NECTIN1","NECTIN4","consensus"
"534","Q15768","O15197","EFNB3","EPHB6","consensus"
"535","Q15768","P29323","EFNB3","EPHB2","consensus"
"536","Q15768","P54753","EFNB3","EPHB3","consensus"
"537","Q15768","P54760","EFNB3","EPHB4","consensus"
"538","Q15768","P54762","EFNB3","EPHB1","consensus"
"539","Q15768","P54764","EFNB3","EPHA4","consensus"
"540","Q16288","P10586","NTRK3","PTPRF","consensus"
"541","Q16288","P23468","NTRK3","PTPRD","consensus"
"542","Q16288","Q13332","NTRK3","PTPRS","consensus"
"543","Q29980","COMPLEX:P26718_Q9UBK5","MICB","HCST_KLRK1","consensus"
"544","Q29983","COMPLEX:P26718_Q9UBK5","MICA","HCST_KLRK1","consensus"
"545","Q30154","P01730","HLA-DRB5","CD4","consensus"
"546","Q30154","P18627","HLA-DRB5","LAG3","consensus"
"547","Q495A1","P15151","TIGIT","PVR","consensus"
"548","Q495A1","Q92692","TIGIT","NECTIN2","consensus"
"549","Q5DX21","Q9H7M9","IGSF11","VSIR","consensus"
"550","Q5TAT6","COMPLEX:O75578_P05556","COL13A1","ITGA10_ITGB1","consensus"
"551","Q5TAT6","COMPLEX:P05556_P17301","COL13A1","ITGA2_ITGB1","consensus"
"552","Q5TAT6","COMPLEX:P05556_P56199","COL13A1","ITGA1_ITGB1","consensus"
"553","Q5TAT6","COMPLEX:P05556_Q9UKX5","COL13A1","ITGA11_ITGB1","consensus"
"554","Q5VY80","COMPLEX:P26718_Q9UBK5","RAET1L","HCST_KLRK1","consensus"
"555","Q68D85","O14931","NCR3LG1","NCR3","consensus"
"556","Q6H3X3","COMPLEX:P26718_Q9UBK5","RAET1G","HCST_KLRK1","consensus"
"557","Q6UVK1","COMPLEX:P05556_P26006","CSPG4","ITGA3_ITGB1","consensus"
"558","Q6UW88","P00533","EPGN","EGFR","consensus"
"559","Q6UY11","P46531","DLK2","NOTCH1","consensus"
"560","Q7Z6A9","P11912","BTLA","CD79A","consensus"
"561","Q7Z6A9","P20963","BTLA","CD247","consensus"
"562","Q7Z6A9","Q92956","BTLA","TNFRSF14","consensus"
"563","Q86YL7","Q9P126","PDPN","CLEC1B","consensus"
"564","Q86YT9","P78310","JAML","CXADR","consensus"
"565","Q8IWV2","P23470","CNTN4","PTPRG","consensus"
"566","Q8N0W4","P58400","NLGN4X","NRXN1","consensus"
"567","Q8N126","Q15223","CADM3","NECTIN1","consensus"
"568","Q8N2Q7","P58400","NLGN1","NRXN1","consensus"
"569","Q8N2Q7","Q9HDB5","NLGN1","NRXN3","consensus"
"570","Q8N2Q7","Q9P2S2","NLGN1","NRXN2","consensus"
"571","Q8N6Q3","P16284","CD177","PECAM1","consensus"
"572","Q8NFY4","COMPLEX:O43914_Q9NZC2_Q9UIW2","SEMA6D","PLXNA1_TREM2_TYROBP","consensus"
"573","Q8NFY4","COMPLEX:P35968_Q9UIW2","SEMA6D","KDR_PLXNA1","consensus"
"574","Q8NFZ4","P58400","NLGN2","NRXN1","consensus"
"575","Q8NFZ4","Q9HDB5","NLGN2","NRXN3","consensus"
"576","Q8NFZ4","Q9P2S2","NLGN2","NRXN2","consensus"
"577","Q8NHJ6","Q6GTX8","LILRB4","LAIR1","consensus"
"578","Q8TD07","COMPLEX:P26718_Q9UBK5","RAET1E","HCST_KLRK1","consensus"
"579","Q8TD46","P41217","CD200R1","CD200","consensus"
"580","Q8WVN6","P09564","SECTM1","CD7","consensus"
"581","Q8WWG1","COMPLEX:P04626_Q15303","NRG4","ERBB2_ERBB4","consensus"
"582","Q8WWG1","P00533","NRG4","EGFR","consensus"
"583","Q92692","P40200","NECTIN2","CD96","consensus"
"584","Q92692","Q15762","NECTIN2","CD226","consensus"
"585","Q92692","Q495A1","NECTIN2","TIGIT","consensus"
"586","Q92838","Q9HAV5","EDA","EDA2R","consensus"
"587","Q92838","Q9UNE0","EDA","EDAR","consensus"
"588","Q92854","O15031","SEMA4D","PLXNB2","consensus"
"589","Q92854","O43157","SEMA4D","PLXNB1","consensus"
"590","Q92854","P04626","SEMA4D","ERBB2","consensus"
"591","Q92854","P08581","SEMA4D","MET","consensus"
"592","Q92854","Q9ULL4","SEMA4D","PLXNB3","consensus"
"593","Q96D42","A8K4G0","HAVCR1","CD300LB","consensus"
"594","Q96H15","Q96D42","TIMD4","HAVCR1","consensus"
"595","Q96NY8","Q495A1","NECTIN4","TIGIT","consensus"
"596","Q96PX8","P23468","SLITRK1","PTPRD","consensus"
"597","Q96PX8","Q13332","SLITRK1","PTPRS","consensus"
"598","Q99965","P05556","ADAM2","ITGB1","consensus"
"599","Q99965","P23229","ADAM2","ITGA6","consensus"
"600","Q99965","P26010","ADAM2","ITGB7","consensus"
"601","Q99965","Q13797","ADAM2","ITGA9","consensus"
"602","Q9BQ51","Q15116","PDCD1LG2","PDCD1","consensus"
"603","Q9BX67","COMPLEX:P05107_P11215","JAM3","ITGAM_ITGB2","consensus"
"604","Q9BX67","P05556","JAM3","ITGB1","consensus"
"605","Q9BZM4","COMPLEX:P26718_Q9UBK5","ULBP3","HCST_KLRK1","consensus"
"606","Q9BZM5","COMPLEX:P26718_Q9UBK5","ULBP2","HCST_KLRK1","consensus"
"607","Q9BZM6","COMPLEX:P26718_Q9UBK5","ULBP1","HCST_KLRK1","consensus"
"608","Q9C0C4","O15031","SEMA4C","PLXNB2","consensus"
"609","Q9H156","P23468","SLITRK2","PTPRD","consensus"
"610","Q9H156","Q13332","SLITRK2","PTPRS","consensus"
"611","Q9H2E6","O75051","SEMA6A","PLXNA2","consensus"
"612","Q9H2E6","Q9HCM2","SEMA6A","PLXNA4","consensus"
"613","Q9H2U9","P13612","ADAM7","ITGA4","consensus"
"614","Q9H2U9","P26010","ADAM7","ITGB7","consensus"
"615","Q9H3S1","COMPLEX:O14786_O75051","SEMA4A","NRP1_PLXNA2","consensus"
"616","Q9H3S1","COMPLEX:O14786_P51805","SEMA4A","NRP1_PLXNA3","consensus"
"617","Q9H3S1","COMPLEX:O14786_Q9HCM2","SEMA4A","NRP1_PLXNA4","consensus"
"618","Q9H3S1","COMPLEX:O14786_Q9UIW2","SEMA4A","NRP1_PLXNA1","consensus"
"619","Q9H3S1","O15031","SEMA4A","PLXNB2","consensus"
"620","Q9H3S1","O43157","SEMA4A","PLXNB1","consensus"
"621","Q9H3S1","Q8N423","SEMA4A","LILRB2","consensus"
"622","Q9H3S1","Q9ULL4","SEMA4A","PLXNB3","consensus"
"623","Q9H3S1","Q9Y4D7","SEMA4A","PLXND1","consensus"
"624","Q9H3T3","O75051","SEMA6B","PLXNA2","consensus"
"625","Q9H3T3","Q9HCM2","SEMA6B","PLXNA4","consensus"
"626","Q9H5Y7","Q13332","SLITRK6","PTPRS","consensus"
"627","Q9HDB5","Q8N2Q7","NRXN3","NLGN1","consensus"
"628","Q9HDB5","Q8NFZ4","NRXN3","NLGN2","consensus"
"629","Q9HDB5","Q9NZ94","NRXN3","NLGN3","consensus"
"630","Q9NNX6","P13688","CD209","CEACAM1","consensus"
"631","Q9NPR2","Q96PD2","SEMA4B","DCBLD2","consensus"
"632","Q9NQS3","P15151","NECTIN3","PVR","consensus"
"633","Q9NQS3","Q15223","NECTIN3","NECTIN1","consensus"
"634","Q9NQS3","Q495A1","NECTIN3","TIGIT","consensus"
"635","Q9NQS3","Q92692","NECTIN3","NECTIN2","consensus"
"636","Q9NR61","P46531","DLL4","NOTCH1","consensus"
"637","Q9NR61","Q04721","DLL4","NOTCH2","consensus"
"638","Q9NR61","Q99466","DLL4","NOTCH4","consensus"
"639","Q9NR61","Q9UM47","DLL4","NOTCH3","consensus"
"640","Q9NRA1","P09619","PDGFC","PDGFRB","consensus"
"641","Q9NRA1","P16234","PDGFC","PDGFRA","consensus"
"642","Q9NRA1","P17948","PDGFC","FLT1","consensus"
"643","Q9NRA1","P35916","PDGFC","FLT4","consensus"
"644","Q9NRA1","P35968","PDGFC","KDR","consensus"
"645","Q9NT99","P10586","LRRC4B","PTPRF","consensus"
"646","Q9NT99","P23468","LRRC4B","PTPRD","consensus"
"647","Q9NT99","Q13332","LRRC4B","PTPRS","consensus"
"648","Q9NTN9","O15031","SEMA4G","PLXNB2","consensus"
"649","Q9NYJ7","P46531","DLL3","NOTCH1","consensus"
"650","Q9NYJ7","Q04721","DLL3","NOTCH2","consensus"
"651","Q9NYJ7","Q99466","DLL3","NOTCH4","consensus"
"652","Q9NYJ7","Q9UM47","DLL3","NOTCH3","consensus"
"653","Q9NZ53","P14151","PODXL2","SELL","consensus"
"654","Q9NZ94","P58400","NLGN3","NRXN1","consensus"
"655","Q9NZ94","Q9HDB5","NLGN3","NRXN3","consensus"
"656","Q9NZ94","Q9P2S2","NLGN3","NRXN2","consensus"
"657","Q9NZN1","P10586","IL1RAPL1","PTPRF","consensus"
"658","Q9NZN1","P23468","IL1RAPL1","PTPRD","consensus"
"659","Q9NZN1","Q13332","IL1RAPL1","PTPRS","consensus"
"660","Q9NZQ7","P33681","CD274","CD80","consensus"
"661","Q9NZQ7","Q15116","CD274","PDCD1","consensus"
"662","Q9P126","Q12918","CLEC1B","KLRB1","consensus"
"663","Q9P126","Q86YL7","CLEC1B","PDPN","consensus"
"664","Q9P1W8","Q08722","SIRPG","CD47","consensus"
"665","Q9P283","P51805","SEMA5B","PLXNA3","consensus"
"666","Q9P283","Q9UIW2","SEMA5B","PLXNA1","consensus"
"667","Q9UBR5","O75581","CKLF","LRP6","consensus"
"668","Q9UBR5","P51679","CKLF","CCR4","consensus"
"669","Q9UEF7","P11362","KL","FGFR1","consensus"
"670","Q9UHP7","Q12918","CLEC2D","KLRB1","consensus"
"671","Q9UKF5","P13612","ADAM29","ITGA4","consensus"
"672","Q9UKQ2","P13612","ADAM28","ITGA4","consensus"
"673","Q9UM44","Q96BF3","HHLA2","TMIGD2","consensus"
"674","Q9UMF0","P05107","ICAM5","ITGB2","consensus"
"675","Q9UMF0","P20701","ICAM5","ITGAL","consensus"
"676","Q9UNG2","Q9Y5U5","TNFSF18","TNFRSF18","consensus"
"677","Q9Y219","P46531","JAG2","NOTCH1","consensus"
"678","Q9Y219","Q04721","JAG2","NOTCH2","consensus"
"679","Q9Y219","Q99466","JAG2","NOTCH4","consensus"
"680","Q9Y219","Q9UM47","JAG2","NOTCH3","consensus"
"681","Q9Y275","O14836","TNFSF13B","TNFRSF13B","consensus"
"682","Q9Y275","P02786","TNFSF13B","TFRC","consensus"
"683","Q9Y275","P04440","TNFSF13B","HLA-DPB1","consensus"
"684","Q9Y275","P25942","TNFSF13B","CD40","consensus"
"685","Q9Y275","Q02223","TNFSF13B","TNFRSF17","consensus"
"686","Q9Y275","Q96RJ3","TNFSF13B","TNFRSF13C","consensus"
"687","Q9Y624","COMPLEX:P05107_P20701","F11R","ITGAL_ITGB2","consensus"
"688","A6NMZ7","COMPLEX:O75578_P05556","COL6A6","ITGA10_ITGB1","consensus"
"689","A6NMZ7","COMPLEX:P05556_P17301","COL6A6","ITGA2_ITGB1","consensus"
"690","A6NMZ7","COMPLEX:P05556_P26006","COL6A6","ITGA3_ITGB1","consensus"
"691","A6NMZ7","COMPLEX:P05556_P56199","COL6A6","ITGA1_ITGB1","consensus"
"692","A6NMZ7","COMPLEX:P05556_Q13797","COL6A6","ITGA9_ITGB1","consensus"
"693","A6NMZ7","COMPLEX:P05556_Q9UKX5","COL6A6","ITGA11_ITGB1","consensus"
"694","A6NMZ7","COMPLEX:P06756_P26012","COL6A6","ITGAV_ITGB8","consensus"
"695","A6NMZ7","P16070","COL6A6","CD44","consensus"
"696","A6NMZ7","P18827","COL6A6","SDC1","consensus"
"697","A6NMZ7","Q9HCN6","COL6A6","GP6","consensus"
"698","A8TX70","COMPLEX:O75578_P05556","COL6A5","ITGA10_ITGB1","consensus"
"699","A8TX70","COMPLEX:P05556_P17301","COL6A5","ITGA2_ITGB1","consensus"
"700","A8TX70","COMPLEX:P05556_P26006","COL6A5","ITGA3_ITGB1","consensus"
"701","A8TX70","COMPLEX:P05556_P56199","COL6A5","ITGA1_ITGB1","consensus"
"702","A8TX70","COMPLEX:P05556_Q13797","COL6A5","ITGA9_ITGB1","consensus"
"703","A8TX70","COMPLEX:P05556_Q9UKX5","COL6A5","ITGA11_ITGB1","consensus"
"704","A8TX70","COMPLEX:P06756_P26012","COL6A5","ITGAV_ITGB8","consensus"
"705","A8TX70","P16070","COL6A5","CD44","consensus"
"706","A8TX70","P18827","COL6A5","SDC1","consensus"
"707","A8TX70","Q9HCN6","COL6A5","GP6","consensus"
"708","COMPLEX:Q5H8C1_Q6UXI9_Q86XX4","COMPLEX:P05556_P53708","FRAS1_FREM1_NPNT","ITGA8_ITGB1","consensus"
"709","COMPLEX:Q5SZK8_Q6UXI9_Q86XX4","COMPLEX:P05556_P53708","FRAS1_FREM2_NPNT","ITGA8_ITGB1","consensus"
"710","O00468","O15146","AGRN","MUSK","consensus"
"711","O00468","O75096","AGRN","LRP4","consensus"
"712","O00468","P05556","AGRN","ITGB1","consensus"
"713","O00468","P98164","AGRN","LRP2","consensus"
"714","O00468","Q07954","AGRN","LRP1","consensus"
"715","O00468","Q14118","AGRN","DAG1","consensus"
"716","O15230","COMPLEX:P05556_P17301","LAMA5","ITGA2_ITGB1","consensus"
"717","O15230","COMPLEX:P05556_P23229","LAMA5","ITGA6_ITGB1","consensus"
"718","O15230","COMPLEX:P05556_P26006","LAMA5","ITGA3_ITGB1","consensus"
"719","O15230","COMPLEX:P05556_Q13683","LAMA5","ITGA7_ITGB1","consensus"
"720","O15230","COMPLEX:P05556_Q13797","LAMA5","ITGA9_ITGB1","consensus"
"721","O15230","COMPLEX:P06756_P26012","LAMA5","ITGAV_ITGB8","consensus"
"722","O15230","COMPLEX:P16144_P23229","LAMA5","ITGA6_ITGB4","consensus"
"723","O15230","P16070","LAMA5","CD44","consensus"
"724","O15230","P18827","LAMA5","SDC1","consensus"
"725","O15230","P50895","LAMA5","BCAM","consensus"
"726","O15230","Q14118","LAMA5","DAG1","consensus"
"727","O15335","COMPLEX:P05556_P17301","CHAD","ITGA2_ITGB1","consensus"
"728","P02452","COMPLEX:O75578_P05556","COL1A1","ITGA10_ITGB1","consensus"
"729","P02452","COMPLEX:P05556_P17301","COL1A1","ITGA2_ITGB1","consensus"
"730","P02452","COMPLEX:P05556_P26006","COL1A1","ITGA3_ITGB1","consensus"
"731","P02452","COMPLEX:P05556_P56199","COL1A1","ITGA1_ITGB1","consensus"
"732","P02452","COMPLEX:P05556_Q13797","COL1A1","ITGA9_ITGB1","consensus"
"733","P02452","COMPLEX:P05556_Q9UKX5","COL1A1","ITGA11_ITGB1","consensus"
"734","P02452","COMPLEX:P06756_P26012","COL1A1","ITGAV_ITGB8","consensus"
"735","P02452","P08648","COL1A1","ITGA5","consensus"
"736","P02452","P16070","COL1A1","CD44","consensus"
"737","P02452","P16671","COL1A1","CD36","consensus"
"738","P02452","P18827","COL1A1","SDC1","consensus"
"739","P02452","P35916","COL1A1","FLT4","consensus"
"740","P02452","Q08345","COL1A1","DDR1","consensus"
"741","P02452","Q16832","COL1A1","DDR2","consensus"
"742","P02452","Q9HCN6","COL1A1","GP6","consensus"
"743","P02452","Q9NPY3","COL1A1","CD93","consensus"
"744","P02458","COMPLEX:O75578_P05556","COL2A1","ITGA10_ITGB1","consensus"
"745","P02458","COMPLEX:P05556_P17301","COL2A1","ITGA2_ITGB1","consensus"
"746","P02458","COMPLEX:P05556_P26006","COL2A1","ITGA3_ITGB1","consensus"
"747","P02458","COMPLEX:P05556_P56199","COL2A1","ITGA1_ITGB1","consensus"
"748","P02458","COMPLEX:P05556_Q13797","COL2A1","ITGA9_ITGB1","consensus"
"749","P02458","COMPLEX:P05556_Q9UKX5","COL2A1","ITGA11_ITGB1","consensus"
"750","P02458","COMPLEX:P06756_P26012","COL2A1","ITGAV_ITGB8","consensus"
"751","P02458","O00220","COL2A1","TNFRSF10A","consensus"
"752","P02458","P08514","COL2A1","ITGA2B","consensus"
"753","P02458","P16070","COL2A1","CD44","consensus"
"754","P02458","P18827","COL2A1","SDC1","consensus"
"755","P02458","Q08345","COL2A1","DDR1","consensus"
"756","P02458","Q9HCN6","COL2A1","GP6","consensus"
"757","P02462","COMPLEX:O75578_P05556","COL4A1","ITGA10_ITGB1","consensus"
"758","P02462","COMPLEX:P05556_P17301","COL4A1","ITGA2_ITGB1","consensus"
"759","P02462","COMPLEX:P05556_P26006","COL4A1","ITGA3_ITGB1","consensus"
"760","P02462","COMPLEX:P05556_P56199","COL4A1","ITGA1_ITGB1","consensus"
"761","P02462","COMPLEX:P05556_Q13797","COL4A1","ITGA9_ITGB1","consensus"
"762","P02462","COMPLEX:P05556_Q9UKX5","COL4A1","ITGA11_ITGB1","consensus"
"763","P02462","COMPLEX:P06756_P26012","COL4A1","ITGAV_ITGB8","consensus"
"764","P02462","P16070","COL4A1","CD44","consensus"
"765","P02462","P18827","COL4A1","SDC1","consensus"
"766","P02462","Q08722","COL4A1","CD47","consensus"
"767","P02462","Q9HCN6","COL4A1","GP6","consensus"
"768","P02462","Q9NPY3","COL4A1","CD93","consensus"
"769","P02751","COMPLEX:P05106_P06756","FN1","ITGAV_ITGB3","consensus"
"770","P02751","COMPLEX:P05106_P08514","FN1","ITGA2B_ITGB3","consensus"
"771","P02751","COMPLEX:P05556_P06756","FN1","ITGAV_ITGB1","consensus"
"772","P02751","COMPLEX:P05556_P08648","FN1","ITGA5_ITGB1","consensus"
"773","P02751","COMPLEX:P05556_P13612","FN1","ITGA4_ITGB1","consensus"
"774","P02751","COMPLEX:P05556_P26006","FN1","ITGA3_ITGB1","consensus"
"775","P02751","COMPLEX:P05556_P53708","FN1","ITGA8_ITGB1","consensus"
"776","P02751","COMPLEX:P06756_P18564","FN1","ITGAV_ITGB6","consensus"
"777","P02751","COMPLEX:P06756_P26012","FN1","ITGAV_ITGB8","consensus"
"778","P02751","COMPLEX:P13612_P26010","FN1","ITGA4_ITGB7","consensus"
"779","P02751","O00300","FN1","TNFRSF11B","consensus"
"780","P02751","P11912","FN1","CD79A","consensus"
"781","P02751","P16070","FN1","CD44","consensus"
"782","P02751","P16473","FN1","TSHR","consensus"
"783","P02751","P17301","FN1","ITGA2","consensus"
"784","P02751","P18827","FN1","SDC1","consensus"
"785","P02751","P21730","FN1","C5AR1","consensus"
"786","P02751","P23229","FN1","ITGA6","consensus"
"787","P02751","P34741","FN1","SDC2","consensus"
"788","P02751","P35916","FN1","FLT4","consensus"
"789","P02751","Q03405","FN1","PLAUR","consensus"
"790","P02751","Q13797","FN1","ITGA9","consensus"
"791","P02751","Q8NAC3","FN1","IL17RC","consensus"
"792","P02751","Q8WZ75","FN1","ROBO4","consensus"
"793","P04004","COMPLEX:P05106_P06756","VTN","ITGAV_ITGB3","consensus"
"794","P04004","COMPLEX:P05106_P08514","VTN","ITGA2B_ITGB3","consensus"
"795","P04004","COMPLEX:P05556_P06756","VTN","ITGAV_ITGB1","consensus"
"796","P04004","COMPLEX:P05556_P53708","VTN","ITGA8_ITGB1","consensus"
"797","P04004","COMPLEX:P06756_P18084","VTN","ITGAV_ITGB5","consensus"
"798","P04004","COMPLEX:P06756_P26012","VTN","ITGAV_ITGB8","consensus"
"799","P04004","O00300","VTN","TNFRSF11B","consensus"
"800","P04004","P08648","VTN","ITGA5","consensus"
"801","P04004","P15151","VTN","PVR","consensus"
"802","P04004","P18564","VTN","ITGB6","consensus"
"803","P04004","P26006","VTN","ITGA3","consensus"
"804","P04004","P35968","VTN","KDR","consensus"
